mxhymxu0dx	[ser] listo	[to be] smart	supporting		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
u6e7l73thm	viejo	old	supporting		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
lkmlvytfdx	malo	bad	supporting		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
xwqv5fjghb	último	latest	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
ho25hdai9c	antiguo [cargo]	former [role]	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
oysek8zs4j	querido [nombre]	Dear [name]	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
tamzftp6b6	querido	beloved	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
e1plhjrtby	[ser] hablador	[to be] talkative	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
7x4v7kp0dx	hablar consigo mismo	to talk to oneself	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
wpfrk73j3o	llevar puesto [una prenda]	to wear [an item of clothing]	supporting		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
5zamvuatdn	hablar por sí solo	to speak for itself	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
bz9j3yr4at	estar ambientado en [un lugar o época]	to be set in [a place or time]	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
grd35t3yb8	[estar] acostumbrado a [algo]	[to be] used to [something]	supporting		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
5lspctsw4y	[ser] esperado	[to be] expected	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
pl1kwzxv0a	[ser] inesperado	[to be] unexpected	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
mdayqm9som	[estar] interesado en [algo]	[to be] interested in [something]	supporting		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
97xjph1sfx	[estar] equivocado	[to be] wrong	supporting		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
zgccmkmabz	[estar] listo	[to be] ready	core	grammar:estar-adjective	Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
afevkeg23w	[estar] enamorado de [alguien]	[to be] in love with [somebody]	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
i906c8x5c2	[estar] seguro de [algo]	[to be] sure about [something]	supporting		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
fbhhwzgo6j	estar apagado	to be off	supporting		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
vx5dkts0j1	estar encendido	to be on	supporting		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
0v47ifpsxd	[estar] casado con [alguien]	[to be] married to [somebody]	supporting		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
160kt5bnxh	[sentirse] extraño	[to feel] weird	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
vf8v3tcztr	estar sentado	to be sitting	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
vfjhy0rgs4	[estar] aburrido	[to be] bored	supporting		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
8ayvn6jpi6	estar hecho de [un material]	to be made of [a material]	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
dppdignekp	estar hecho a partir de [un material]	to be made from [a material]	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
sk7qkjn915	[estar] previsto	[to be] due	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
xc8k68t746	[estar] retrasado	[to be] late	supporting		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
km539emf2l	[estar] terminado	[to be] done	supporting		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
871apuo78w	[ser] extraño	[to be] strange	supporting		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
1fr5z9ndcf	hecho por [alguien]	made by [somebody]	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
n46cr84foo	hecho de [un material visible]	made of [a visible material]	supporting		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
gmw4l9fuma	hecho	made	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
sqk4k5as8g	[estar] hecho	done	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
itj86iyuab	hecho a partir de [un material transformado]	made from [a transformed material]	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
4vmjcs20a5	[ser] mandón	[to be] bossy	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
nhqct1dhzu	[ser] parecido a [algo]	[to be] similar to [something]	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
nb4w5o0cgc	[estar] pensativo	[to be] pensive	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
grd7p3e7kw	[estar] bien pensado	[to be] well thought out	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
b7js6hk28a	[ser] todopoderoso	[to be] all-powerful	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
j89bqvhlm0	[ser] poderoso (tener influencia)	[to be] influential	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
1vp9cxf3e2	[ser] todopoderoso (formal)	[to be] omnipotent	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
8mhghrw0y0	[ser] todopoderoso (religioso)	[to be] almighty	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
lv3d9lcju3	[estar] abierto	[to be] open	supporting		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
j6rsrji1gk	[quedarse] callado	[to keep] quiet	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
nwxm8j7bvp	[quedarse] dormido	[to fall] asleep	supporting		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
897t46ipdb	[estar] acabado	[to be] finished	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
wvqg9y8xx3	inacabado	unfinished	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
7grhjsaoa0	[ser] conocido	[to be] well-known	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
v3arwl0pds	caer enfermo	to fall ill	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
t7h2p8595v	caer dormido	to fall asleep	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
uhisl4h91k	ser conocido como [algo]	to be known as [something]	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
c5hr8odlxd	desconocido	unknown	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
hpdisj6u7v	ser conocido por [algo]	to be known for [something]	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
jws4jrf0cx	costoso	expensive	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
txighmsxc2	costoso	costly	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
xf3bu4p3qr	dejar plantado a [alguien]	to stand [somebody] up	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
9dj6rqtp3w	[ser] sabio	[to be] wise	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
ralwup7tfh	ser bueno para [hacer algo]	to be good at [doing something]	supporting		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
ka80affc74	[ser] significativo	[to be] significant	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
y4kn1xzqxy	[ser] aburrido	[to be] boring	supporting		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
cpp3wx8ltt	[ser] chistoso	[to be] funny	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
idex89b72k	traer puesto [una prenda]	to wear [an item of clothing]	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
ue1j1fbu66	[ser] trabajador	[to be] hardworking	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
xefbpao3le	[ser] valioso	[to be] valuable	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
kfx1lzc2a8	bienvenido	welcome	supporting		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
2w0dzl1mvl	ser alto	to be tall	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
45izdwmxbd	estar ansioso por que [ocurra algo]	can hardly wait for [something] to happen	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
2s5vxvtzad	ser bajo	to be low	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
wha5r4jqwd	cierto [sustantivo]	a certain [noun]	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
g2cfgdbyi3	ser malo	to be bad/evil	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
sdjzwrjzji	ser útil ==> ser el más útil	to be useful ==> to be the most useful	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
5r4vw18q4o	por sí mismo	by oneself	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
1nhgx0mth4	comer medio [algo]	to eat half [something]	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
a600jvsbhd	vivir solo	to live alone	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
489z76bx0v	el único	the only one	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
qoipe9f8y1	el peor	the worst	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
4fpgdvwxzu	ser muy aficionado a [un equipo]	to be a big fan of [a team]	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
girpyfruhi	claro	clear	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
x9b39jxzcj	[estar] lleno	[to be] full	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
c8ostk5t2j	actualizado	current	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
pnq1l83rfn	fino	fine	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
30ci3kgq5t	completo	full	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
xjc1yslrdv	alto	high	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
bck2ng1flr	elevado	high	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
62eyqkanyd	fallecido	late [person]	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
peqpgwfh34	duro	hard	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
crw3ztzb94	[sentirse] solo	[to feel] lonely	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
b0w5xppllc	nuevo	new	supporting		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
ja8ns0grc2	otro	new [replacement]	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
feol8lzuht	muchos de [algo]	many of [something]	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
spdcvm0pcy	muchísimos	a great many	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
kh64q1xdfp	ser nuevo aquí	to be new here	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
sp9vpwtyfk	antiguo	old	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
e40ebwunzv	propio	own	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
9mvkkm6znw	ser dueño de [algo]	to own [something]	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
thf9jt8qp9	ser propietario de [algo]	to own [something]	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
y4dvxsy81n	solo	on one's own	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
q4y77eka9u	el otro [sustantivo]	the other [noun]	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
h3sv3yr9oz	los otros [sustantivos]	the other [nouns]	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
5ci6qn0ar4	[permanecer] sentado	[to remain] seated	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
4ybur9lrx9	ser sabio ==> la sabiduría	to be wise ==> the wisdom	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
r2sms8158b	estar aburrido ==> el aburrimiento	to be bored ==> the boredom	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
bvc9f4ew19	estar activo ==> la actividad	to be active ==> the activity	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
t96lih4h1i	ser seguro ==> la seguridad	to be secure ==> the security	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
f7rmsxmy11	ser curioso ==> la curiosidad	to be curious ==> the curiosity	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
e7mbwuo2sd	el siguiente [algo]	the following [something]	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
y61pnn77bq	ser corto ==> acortar(se)	to be short ==> to shorten	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
mtk1xfh506	la nube ==> estar nublado	the cloud ==> to be cloudy	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
c0cvr0xu9j	la suerte ==> ser afortunado	the luck ==> to be lucky	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
vpsluhtzqb	el ruido ==> ser ruidoso	the noise ==> to be noisy	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
nb9mh1xanx	la lluvia ==> ser lluvioso	the rain ==> to be rainy	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
m0gjcozrw5	el sol ==> estar soleado	the sun ==> to be sunny	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
rzyli0ajef	el viento ==> ser ventoso	the wind ==> to be windy	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
n1t3611hn1	el mártir ==> el martirio	the martyr ==> the martyrdom	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
m6mmp2iubo	el socio ==> la sociedad	the partner ==> the partnership	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
pa1u7cp2x9	el ciudadano ==> la ciudadanía	the citizen ==> the citizenship	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
6hviwt29i3	ser oscuro ==> oscurecer(se)	to be dark ==> to darken	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
2hn0qjgou0	ser ancho ==> ensanchar(se)	to be wide ==> to widen	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
4y9gvi2fpq	ser profundo ==> profundizar(se)	to be deep ==> to deepen	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
0jje3nlbiy	ser negro ==> ennegrecer(se)	to be black ==> to blacken	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
ce3auojfy9	ser blanco ==> blanquear(se)	to be white ==> to whiten	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
3zfrre4tig	el siguiente [algo]	the next [something]	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
a1sa4nhcb4	ser corto ==> la brevedad	to be short ==> the shortness	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
h28wsvlqw7	el color ==> ser incoloro	the color ==> to be colorless	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
w7hhild3mv	el líder ==> el liderazgo	the leader ==> the leadership	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
mae6kdzru1	el campeón ==> el campeonato	the champion ==> the championship	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
znzucmyqh6	el propietario ==> la propiedad	the owner ==> the ownership	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
7d2jip4ahu	ser blanco ==> la blancura	to be white ==> the whiteness	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
v6al3zu4ec	debilitar [algo] ==> estar debilitado	to weaken [something] ==> to be weakened	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
wei9rf2sd1	acortar [algo] ==> estar acortado	to shorten [something] ==> to be shortened	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
iylt35s2f7	ser largo ==> la longitud	to be long ==> the length	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
zurj7rpccm	blanquear [algo] ==> estar blanqueado	to whiten [something] ==> to be whitened	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
p4jf3voka2	el poder ==> ser poderoso	the power ==> to be powerful	supporting		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
wlwi0xgcz1	alargar [algo] ==> estar alargado	to lengthen [something] ==> to be lengthened	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
hm3okqimw2	fortalecer [algo] ==> estar fortalecido	to strengthen [something] ==> to be strengthened	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
tnwlnfg2vy	ser blanco ==> ser blanquecino	to be white ==> to be whitish	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
4vywr55ohv	el color ==> ser colorido	the color ==> to be colorful	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
reedh638gz	el cuidado ==> ser cuidadoso	the care ==> to be careful	supporting		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
vhzsq8ln7r	el dolor ==> ser doloroso	the pain ==> to be painful	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
4ocwi6cx04	el significado ==> ser significativo	the meaning ==> to be meaningful	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
glzsdb6815	el éxito ==> ser exitoso	the success ==> to be successful	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
wqfpw1yjuw	la belleza ==> ser bello	the beauty ==> to be beautiful	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
f8e262y3zk	la maravilla ==> ser maravilloso	the wonder ==> to be wonderful	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
mwfxyhsjeh	la esperanza ==> estar esperanzado	the hope ==> to be hopeful	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
8wcsxzxwv9	el daño ==> ser dañino	the harm ==> to be harmful	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
il6wa46evd	la consideración ==> ser considerado	the thought ==> to be thoughtful	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
n0mnwwtyqk	el dolor ==> ser indoloro	the pain ==> to be painless	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
bdmgytlqrp	el cuidado ==> ser descuidado	the care ==> to be careless	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
zv9401upxn	la ayuda ==> estar indefenso	the help ==> to be helpless	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
dr9c7lyxkl	el daño ==> ser inofensivo	the harm ==> to be harmless	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
h9wrpukinh	ser oscuro ==> la oscuridad	to be dark ==> the darkness	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
yx2twx4lyf	estar enfermo ==> la enfermedad	to be ill ==> the illness	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
uaw2eapfmi	sentirse solo ==> la soledad	to be lonely ==> the loneliness	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
c0ycs4sr3d	estar listo ==> la preparación	to be ready ==> the readiness	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
5r9qo4q9nv	ser significativo ==> lo significativo	to be meaningful ==> the meaningfulness	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
ucs7ft1nsf	ser descuidado ==> el descuido	to be careless ==> the carelessness	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
dbaw5g5xep	ser cuidadoso ==> cuidadosamente	to be careful ==> carefully	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
hcgacqlfv9	ser rápido ==> rápidamente	to be quick ==> quickly	supporting		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
q0ld7z98sr	ser lento ==> lentamente	to be slow ==> slowly	supporting		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
ds2ffdqwke	ser lógico ==> lógicamente	to be logical ==> logically	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
2j63ja0xbj	ser práctico ==> prácticamente	to be practical ==> practically	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
7xyds447rs	ser rojo ==> ser rojizo	to be red ==> to be reddish	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
vbyvw1ar60	estar frío ==> estar algo frío	to be cold ==> to be coldish	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
4239p11fwb	organizar [algo] ==> el organizador	to organize [something] ==> the organizer	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
cx5kwc5kcu	entrenar a [alguien] ==> el entrenador	to train [somebody] ==> the trainer	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
m9t6ejq5mi	presentar [algo] ==> el presentador	to present [something] ==> the presenter	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
3duqkda01w	instruir a [alguien] ==> el instructor	to instruct [somebody] ==> the instructor	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
1sh2iq8gyl	crear [algo] ==> el creador	to create [something] ==> the creator	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
1is0rd5yg7	sobrevivir ==> el sobreviviente	to survive ==> the survivor	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
