agoglocbab	[pasado] fit	fitted	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	El vestido le quedó perfecto.	The dress fitted her perfectly.
1z3vqrnpos	[participio] dream	dreamt	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	He soñado con ese lugar antes.	I have dreamt about that place before.
in3djophq4	[participio] dream	dreamed	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	He soñado con ese lugar antes.	I have dreamed about that place before.
jwdtzs5t6a	[pasado] hang	hung	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Colgó el cuadro en la pared.	He hung the picture on the wall.
lqkjvqvga0	[pasado] feed	fed	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Alimentó a los perros antes de salir.	He fed the dogs before leaving.
9khmf2u9eb	[participio] feed	fed	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Ha alimentado a esos perros desde que eran cachorros.	He has fed those dogs since they were puppies.
e6lte4vuoz	[participio] fit	fit	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	El vestido siempre le ha quedado bien.	The dress has always fit her well.
w0p74y9naa	[pasado] lean	leaned	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Se apoyó contra la pared cansado.	He leaned against the wall, tired.
9pqsf0ud6d	[pasado] quit	quit	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Renunció a su trabajo el mes pasado.	He quit his job last month.
tgsgs5lsmk	[participio] fit	fitted	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	El vestido siempre le ha quedado bien.	The dress has always fitted her well.
d9oxjrwfue	[participio] rise	risen	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	El sol ya ha salido.	The sun has already risen.
1xuraraznf	[participio] forgive	forgiven	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Ella lo ha perdonado por lo que pasó.	She has forgiven him for what happened.
hnih2u3kpa	[pasado] forgive	forgave	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Ella lo perdonó después de la disculpa.	She forgave him after the apology.
6f3b5muinr	[participio] freeze	frozen	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	El lago se ha congelado por primera vez este año.	The lake has frozen for the first time this year.
miby128ryy	[participio] hang	hung	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Ha colgado ese cuadro en tres casas diferentes.	He has hung that picture in three different houses.
lno5ht42qg	[pasado] lie	lay	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Se recostó en el sofá después del trabajo.	He lay down on the couch after work.
5vg8sjndmp	[pasado] lay	laid	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Puso el bebé en la cuna con cuidado.	She laid the baby in the crib carefully.
w3xwt1is0s	[participio] lay	laid	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Ha puesto al bebé en la cuna con cuidado.	She has laid the baby in the crib carefully.
moa509gjfs	[pasado] lead	led	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Ella lideró el proyecto desde el principio.	She led the project from the start.
yiyb24ixan	[participio] lead	led	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Ella ha liderado el equipo durante dos años.	She has led the team for two years.
6ybadbgc6g	[pasado] leap	leaped	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	El gato saltó sobre la mesa.	The cat leaped onto the table.
fhpmbsbpaw	[participio] lean	leaned	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Se ha apoyado en esa pared muchas veces.	He has leaned against that wall many times.
3ykv4stp4a	[pasado] learn	learned	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Aprendió a tocar la guitarra solo.	He learned to play guitar by himself.
u5bhiwm7ld	[participio] leap	leaped	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	El gato ha saltado sobre esa mesa antes.	The cat has leaped onto that table before.
xfqmtcs67o	[pasado] light	lighted	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Encendió las velas para la cena.	She lighted the candles for dinner.
04poz5wtji	[participio] learn	learned	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Ha aprendido mucho este semestre.	He has learned a lot this semester.
ejdik4gc6k	[participio] lie	lain	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Se ha recostado en ese sofá muchas veces.	He has lain on that couch many times.
jw2dkuzufk	[participio] light	lit	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Ha encendido velas para cada cena.	She has lit candles for every dinner.
a52hbmvqbe	[pasado] prove	proved	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Ella demostró que tenía razón.	She proved that she was right.
km1b8rim8n	[pasado] rise	rose	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	El sol salió a las seis en punto.	The sun rose at six o'clock.
x0fy3ae2fn	[participio] light	lighted	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Ha encendido velas para cada cena.	She has lighted candles for every dinner.
mllnyzs7zr	[pasado] bet	bet	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Apostó veinte dólares en el partido.	He bet twenty dollars on the game.
lyxzmxkdz8	[pasado] light	lit	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Encendió las velas para la cena.	She lit the candles for dinner.
u6notwo6my	[participio] quit	quit	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Ha renunciado a dos trabajos este año.	He has quit two jobs this year.
ghx4osdo9o	[pasado] freeze	froze	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	El lago se congeló durante el invierno.	The lake froze during the winter.
rxho2fn8fn	[pasado] ring	rang	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	El teléfono sonó tres veces.	The phone rang three times.
3pco7273dr	[participio] ring	rung	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	El teléfono ha sonado tres veces hoy.	The phone has rung three times today.
q5sk9vcx1o	[pasado] burn	burnt	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Se le quemó la tostada esta mañana.	Her toast burnt this morning.
rvqzozxvlv	[participio] prove	proven	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Ella ha demostrado que tenía razón.	She has proven that she was right.
k1zeafjyeu	[pasado] seek	sought	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Buscó ayuda profesional para el problema.	He sought professional help for the problem.
4ou8sxbjxk	[pasado] burn	burned	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Se le quemó la tostada esta mañana.	Her toast burned this morning.
dfzbacmzy5	[pasado] burst	burst	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	El globo explotó de repente.	The balloon burst suddenly.
9mq6n0oaz0	[pasado] shave	shaved	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Se afeitó antes de salir.	He shaved before going out.
b1ssq646sy	[participio] shave	shaven	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Se ha afeitado esta mañana.	He has shaven this morning.
lxvwbr6d7x	[participio] sew	sewed	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Ha cosido ese botón varias veces.	She has sewed that button several times.
l64sml5vb4	[pasado] smell	smelled	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	La sopa olió deliciosa desde la cocina.	The soup smelled delicious from the kitchen.
i7s2dwmv0x	[participio] smell	smelt	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	La sopa ha olido deliciosa toda la tarde.	The soup has smelt delicious all afternoon.
4juijftxrq	[participio] shave	shaved	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Se ha afeitado esta mañana.	He has shaved this morning.
4vr9rm80nf	[participio] shed	shed	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	El árbol ha perdido casi todas sus hojas.	The tree has shed almost all its leaves.
37mg3fllxt	[participio] split	split	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Han dividido la cuenta entre los tres.	They have split the bill three ways.
3ie6p4mi4t	[pasado] spin	spun	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	La rueda giró rápidamente.	The wheel spun quickly.
vondbiomh2	[participio] shoot	shot	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	El fotógrafo ha tomado cientos de fotos.	The photographer has shot hundreds of photos.
6k127x124p	[participio] sew	sewn	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Ha cosido ese botón varias veces.	She has sewn that button several times.
c96ukshr12	[pasado] shrink	shrank	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	La camisa se encogió al lavarla.	The shirt shrank when it was washed.
rol2mcvlrq	[pasado] shrink	shrunk	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	La camisa se encogió al lavarla.	The shirt shrunk when it was washed.
c9of0pgjjt	[participio] shrink	shrunk	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	La camisa se ha encogido después de lavarla.	The shirt has shrunk after being washed.
q0in967hnc	[pasado] sink	sank	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	El barco se hundió lentamente.	The boat sank slowly.
yp8kmo62ix	[pasado] sink	sunk	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	El barco se hundió lentamente.	The boat sunk slowly.
poq5iuw2pj	[participio] sink	sunk	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	El barco se ha hundido lentamente.	The boat has sunk slowly.
48mt7mqm4p	[pasado] slide	slid	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	El niño se deslizó por el tobogán.	The boy slid down the slide.
0sb6k8lwlg	[participio] slide	slid	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	El niño se ha deslizado por ese tobogán muchas veces.	The boy has slid down that slide many times.
x7dbibyw8v	[pasado] sneak	sneaked	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Se escabulló de la clase sin que nadie notara.	He sneaked out of class without anyone noticing.
c7xhfvg2lc	[pasado] spell	spelt	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Deletreó su nombre para el formulario.	He spelt his name for the form.
9flbcl8ewb	[participio] smell	smelled	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	La sopa ha olido deliciosa toda la tarde.	The soup has smelled delicious all afternoon.
308tmfvnvk	[participio] spell	spelt	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Ha deletreado su nombre mal varias veces.	He has spelt his name wrong several times.
er9pgbwvmu	[pasado] speed	speeded	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	El conductor aceleró en la autopista.	The driver speeded on the highway.
1mv50oka9h	[participio] sneak	snuck	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Se ha escabullido de clase antes.	He has snuck out of class before.
wkyh1rzgay	[participio] sneak	sneaked	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Se ha escabullido de clase antes.	He has sneaked out of class before.
e363thvvnn	[participio] shine	shone	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	El sol ha brillado toda la semana.	The sun has shone all week.
u0upjdj9xz	[pasado] speed	sped	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	El conductor aceleró en la autopista.	The driver sped on the highway.
azp87kfl3o	[pasado] spell	spelled	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Deletreó su nombre para el formulario.	He spelled his name for the form.
tv4q566jil	[participio] speed	sped	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Ha acelerado en esa carretera antes.	He has sped on that highway before.
09nr4ep7eh	[participio] speed	speeded	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Ha acelerado en esa carretera antes.	He has speeded on that highway before.
v3pmktibjc	[pasado] spill	spilled	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Derramó el café sobre la mesa.	He spilled coffee on the table.
e4rrbwczr7	[pasado] shine	shone	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	El sol brilló todo el día.	The sun shone all day.
qmy73bs4c3	[participio] spell	spelled	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Ha deletreado su nombre mal varias veces.	He has spelled his name wrong several times.
4zgjpzcib1	[pasado] sting	stung	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Una abeja lo picó en el brazo.	A bee stung him on the arm.
nk4kcnfxfj	[pasado] spoil	spoiled	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	La leche se echó a perder en la nevera.	The milk spoiled in the fridge.
15tjmych75	[participio] spill	spilled	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Ha derramado café sobre esa mesa antes.	He has spilled coffee on that table before.
r0tmuj75ts	[participio] spin	spun	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	La rueda ha girado sin parar.	The wheel has spun nonstop.
qj21s7e75n	[pasado] smell	smelt	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	La sopa olió deliciosa desde la cocina.	The soup smelt delicious from the kitchen.
sm75s0jenr	[pasado] spread	spread	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Untó mantequilla en el pan.	She spread butter on the bread.
m1ax3ny7qf	[pasado] shed	shed	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	El árbol perdió sus hojas en otoño.	The tree shed its leaves in autumn.
nwmckpzbms	[participio] spread	spread	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Ha untado mantequilla en el pan cada mañana.	She has spread butter on the bread every morning.
i5v8ev923n	[pasado] shoot	shot	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	El fotógrafo tomó cien fotos en la boda.	The photographer shot a hundred photos at the wedding.
snq1ha8d7o	[pasado] spring	sprang	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	El gato saltó de repente sobre la mesa.	The cat sprang suddenly onto the table.
29y2qd6vwx	[pasado] spring	sprung	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	El gato saltó de repente sobre la mesa.	The cat sprung suddenly onto the table.
mn12dzvwpe	[participio] spring	sprung	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	El gato ha saltado sobre esa mesa antes.	The cat has sprung onto that table before.
crrzitua6k	[participio] sting	stung	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Una abeja lo ha picado antes.	A bee has stung him before.
bro8xnas57	[pasado] sneak	snuck	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Se escabulló de la clase sin que nadie notara.	He snuck out of class without anyone noticing.
sih56dd7uj	[pasado] stink	stank	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	La basura apestó todo el día.	The trash stank all day.
jf80q4laj8	[pasado] stink	stunk	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	La basura apestó todo el día.	The trash stunk all day.
emnewbc2e3	[participio] stink	stunk	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	La basura ha apestado todo el día.	The trash has stunk all day.
yz9g9ykdb9	[pasado] sew	sewed	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Cosió el botón que se había caído.	She sewed the button that had fallen off.
z6bg9qle6t	[participio] seek	sought	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Ha buscado ayuda profesional desde hace meses.	He has sought professional help for months.
sdc2jo9nqh	[participio] strike	struck	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	El rayo ha caído cerca de la casa antes.	Lightning has struck near the house before.
74yqz3gffe	[pasado] swear	swore	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Juró decir la verdad.	He swore to tell the truth.
iiysx4yx7o	[pasado] can	could	supporting		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Podía nadar muy bien de niño.	He could swim very well as a child.
bok9wjvhqm	[participio] swell	swollen	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Se le ha hinchado el tobillo desde la caída.	His ankle has swollen since the fall.
y6x3jrcw5g	[pasado] swell	swelled	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Se le hinchó el tobillo después de la caída.	His ankle swelled after the fall.
5ypcg469un	[participio] swear	sworn	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Ha jurado decir la verdad.	He has sworn to tell the truth.
r5f0ivakc5	[participio] sweat	sweated	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Ha sudado mucho durante cada entrenamiento.	He has sweated a lot during every workout.
rgbzp5u6k1	[pasado] swing	swung	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	El niño se columpió por horas.	The child swung for hours.
j3kykzhfru	[pasado] sweep	swept	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Barrió el piso de la cocina.	She swept the kitchen floor.
tm3az2k3ko	[participio] sweep	swept	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Ha barrido ese piso todos los días.	She has swept that floor every day.
tsz0335ozx	[pasado] strike	struck	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	El rayo cayó cerca de la casa.	The lightning struck near the house.
y64klyxplv	[participio] swell	swelled	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Se le ha hinchado el tobillo desde la caída.	His ankle has swelled since the fall.
0vtxy7v8ys	[pasado] sweat	sweated	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Sudó mucho durante el entrenamiento.	He sweated a lot during the workout.
1swwzn0q0a	[pasado] sweat	sweat	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Sudó mucho durante el entrenamiento.	He sweat a lot during the workout.
76zr8d5t1t	[participio] sweat	sweat	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Ha sudado mucho durante cada entrenamiento.	He has sweat a lot during every workout.
284324xwnq	[pasado] bear	bore	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Ella soportó el dolor sin quejarse.	She bore the pain without complaining.
g1rutwdphd	[pasado] arise	arose	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Surgió un problema durante la reunión.	A problem arose during the meeting.
bhw9cef29l	[participio] awake	awoken	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Se ha despertado varias veces esta noche.	She has awoken several times tonight.
4hlh5r63mf	[pasado] awake	awakened	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Me desperté temprano esta mañana.	I awakened early this morning.
tod3dgfolj	[participio] awake	awakened	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Se ha despertado varias veces esta noche.	She has awakened several times tonight.
ni742ndzv7	[pasado] awake	awoke	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Me desperté temprano esta mañana.	I awoke early this morning.
onvicr4rrh	[participio] arise	arisen	reference		reformat to bracket-tag convention + real example sentence (was: prose scaffolding + self-referential example)	Ha surgido un problema con el plan.	A problem has arisen with the plan.
