r4r0vekbrk	[el] defecto	defect	reference	topic:masc-o-2	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
9tvb76739j	[el] departamento	department	reference	topic:masc-o-2	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
dow222398n	[el] dialecto	dialect	reference	topic:masc-o-2	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
ygifenxb7g	[el] diccionario	dictionary	reference	topic:masc-o-2	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
g6s2hpc2m4	[el] dicho	the saying	reference	topic:masc-o-2	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
2lpvfuekos	[el] dinero	money	supporting	topic:masc-o-3	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
brequ09fv7	[el] directorio	directory	reference	topic:masc-o-3	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
gi8q8b684l	[el] distrito	district	reference	topic:masc-o-3	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
z504kyatgz	[el] documento	document	reference	topic:masc-o-3	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
7cm192p84m	[el] domingo	Sunday	supporting	topic:masc-o-3	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
ne9ewy4gyy	[el] efectivo	cash	reference	topic:masc-o-3	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
jx6jqjlcmi	[el] efecto	effect	reference	topic:masc-o-3	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
3mzb7ucq3c	[el] elemento	element	reference	topic:masc-o-3	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
chyzg2k9qg	[el] encargo	assignment	reference	topic:masc-o-3	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
hcj1t8t78h	[el] encargo	errand	reference	topic:masc-o-3	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
qb9jngemsu	[el] espacio	space	reference	topic:masc-o-3	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
j7296c3d60	[el] esposo	husband	supporting	topic:masc-o-3	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
6yss2iyg90	[el] esposo	spouse	reference	topic:masc-o-3	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
7kkfxwklk0	[el] evento	event	reference	topic:masc-o-3	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
t7i1q6sopk	[el] éxito	success	reference	topic:masc-o-3	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
7vqbup0juw	[el] experimento	experiment	reference	topic:masc-o-3	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
an6n9dae4i	[el] fenómeno	phenomenon	reference	topic:masc-o-3	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
ylpkircl1b	[el] fluido	fluid	reference	topic:masc-o-4	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
mqcigok37y	[el] futuro	future	supporting	topic:masc-o-4	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
0n9qw60q58	[el] futuro	the future	reference	topic:masc-o-4	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
hgehatyyz5	[el] gusto	taste	reference	topic:masc-o-4	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
69iqgmw2nb	[el] hecho	the fact	reference	topic:masc-o-4	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
knrpc1el8z	[el] hermano	brother	supporting	topic:masc-o-4	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
g7st4i3f1w	[el] hermano	sibling	reference	topic:masc-o-4	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
c0vy1nf506	[el] hijo	son	core	topic:masc-o-4	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
4u88izkkdc	[el] idealismo	idealism	reference	topic:masc-o-4	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
vezms6u37m	[el] impacto	impact	reference	topic:masc-o-4	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
zeylh1i5dd	[el] insecto	insect	reference	topic:masc-o-4	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
acbzwvle6l	[el] instrumento	instrument	reference	topic:masc-o-4	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
bjymj06xqc	[el] insulto	insult	reference	topic:masc-o-4	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
qjeggetbn7	[el] laboratorio	laboratory	reference	topic:masc-o-4	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
2h3rzc2x6s	[el] libro	book	supporting	topic:masc-o-4	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
hl9fl61j2l	[el] líquido	liquid	reference	topic:masc-o-4	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
7g6yi8yb4r	[el] mecanismo	mechanism	reference	topic:masc-o-4	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
3sidna6ihb	[el] método	method	reference	topic:masc-o-5	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
a980sdxliv	[un] minuto	a minute	supporting	topic:masc-o-5	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
2v5h1ufbut	[el] momento	moment	reference	topic:masc-o-5	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
kxa1ugvzna	[el] movimiento	movement	reference	topic:masc-o-5	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
0powders6t	[el] nacionalismo	nationalism	reference	topic:masc-o-5	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
cx21gif0mc	[el] negocio	business	reference	topic:masc-o-5	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
e0ljw8aj5i	[el] niño	boy	supporting	topic:masc-o-5	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
0ytjmo9vca	[el] niño	child	supporting	topic:masc-o-5	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
wk98ucmw9z	[el] niño	kid	reference	topic:masc-o-5	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
omi0kcbcjp	[el] novio	boyfriend	supporting	topic:masc-o-5	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
92pcswj82t	[el] número de teléfono	phone number	reference	topic:masc-o-5	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
vqnteutwjo	[el] objeto	object	reference	topic:masc-o-5	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
lbpuhtzxi1	[el] optimismo	optimism	reference	topic:masc-o-5	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
zcxqshq3iu	[el] pasado	the past	reference	topic:masc-o-5	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
yy1wmnythy	[el] pedido	the order	reference	topic:masc-o-5	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
4vuklzq5ed	[el] pensamiento	the thought	reference	topic:masc-o-5	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
yjvu0jq0p2	[el] pesimismo	pessimism	reference	topic:masc-o-5	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
j3a9nczpz7	[el] peso	the weight	reference	topic:masc-o-6	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
lqxcb4tfpm	[el] piso	floor	reference	topic:masc-o-6	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
8q88rkk01h	[el] piso	apartment	reference	topic:masc-o-6	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
8d89ksf4c0	[el] precio	price	supporting	topic:masc-o-6	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
mr5xljej8s	[el] precio	cost	reference	topic:masc-o-6	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
ek2x9o8sgz	[el] precio	rate	reference	topic:masc-o-6	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
wf4a9cx0j2	[el] préstamo	the loan	reference	topic:masc-o-6	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
uo22ci75zg	[el] primero	the former	reference	topic:masc-o-6	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
3ctodg5tkn	[el] primo	cousin	supporting	topic:masc-o-6	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
ptjcpzvqxw	[el] pronóstico	the forecast	reference	topic:masc-o-6	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
zgf5dpd5fx	[el] proyecto	project	reference	topic:masc-o-6	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
l5mmoxlayq	[el] público	the public	reference	topic:masc-o-6	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
3az2z3o8xh	[el] puesto	the stand	reference	topic:masc-o-6	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
fiwt4lp6h7	[el] puesto	the job position	reference	topic:masc-o-6	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
hgfc2qkcz3	[el] racismo	racism	reference	topic:masc-o-6	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
x6ksz8xhcb	[el] realismo	realism	reference	topic:masc-o-6	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
q7ljlxwqf2	[el] recuerdo	memory	supporting	topic:masc-o-6	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
bymophjmwd	[el] recuerdo	souvenir	reference	topic:masc-o-7	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
yncm9uvy01	[el] resultado	result	reference	topic:masc-o-7	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
bam70vmtu8	[el] robo	theft	reference	topic:masc-o-7	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
ko06kydn82	[el] robo	robbery	reference	topic:masc-o-7	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
dtrbrlnt7k	[el] sábado	Saturday	supporting	topic:masc-o-7	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
g1oxr95nd1	[el] salario	salary	reference	topic:masc-o-7	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
pc8997otnx	[el] segmento	segment	reference	topic:masc-o-7	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
p1ln5nyupv	[el] seguimiento	follow-up	reference	topic:masc-o-7	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
k5lmf4gy2r	[un] segundo	a second	supporting	topic:masc-o-7	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
5uvtfc7eda	[el] sentimiento	feeling	reference	topic:masc-o-7	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
0a33zqj9ql	[el] significado	meaning	reference	topic:masc-o-7	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
7irr9k23b2	[el] sobrino	nephew	reference	topic:masc-o-7	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
m1g01li4d2	[el] socialismo	socialism	reference	topic:masc-o-7	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
668xicbp81	[el] sujeto	subject	reference	topic:masc-o-7	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
p863gmczt9	[el] talento	talent	reference	topic:masc-o-7	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
nwt92sdy1q	[el] teatro	theater	reference	topic:masc-o-7	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
248q0ci8ua	[el] teléfono	telephone	reference	topic:masc-o-7	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
6dxba6d2ag	[el] teléfono	phone	supporting	topic:masc-o-8	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
08mar7bvib	[el] territorio	territory	reference	topic:masc-o-8	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
h8dt61iqmg	[el] tiempo	time	supporting	topic:masc-o-8	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
3ug1p1ji94	[el] tío	uncle	supporting	topic:masc-o-8	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
em4gm5945w	[el] trabajo	work	supporting	topic:masc-o-8	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
492gbx234m	[el] trabajo	a job	supporting	topic:masc-o-8	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
xin0bnb4c3	[el] tráfico	traffic	reference	topic:masc-o-8	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
cnz2xzp3on	[el] tratamiento	treatment	reference	topic:masc-o-8	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
txqiolqr7i	[el] trofeo	trophy	reference	topic:masc-o-8	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
478pmalyyr	[el] trópico	tropic	reference	topic:masc-o-8	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
ruxyw228tw	[el] tumulto	tumult	reference	topic:masc-o-8	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
6xcuec3dxy	[el] turismo	tourism	reference	topic:masc-o-8	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
2ycghrnlv8	[el] veredicto	verdict	reference	topic:masc-o-8	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
r6gl23ricw	[el] vocabulario	vocabulary	reference	topic:masc-o-8	Subtopic split (size rule): gender:masculine (217) split by noun ending; -o is the dominant pattern, chunked alphabetically.
ez3zsvb5bs	[el] actor	actor	reference	topic:masc-consonant-1	Subtopic split (size rule): gender:masculine consonant-ending nouns, chunked alphabetically.
4qgyr81gdo	[el] análisis	analysis	reference	topic:masc-consonant-1	Subtopic split (size rule): gender:masculine consonant-ending nouns, chunked alphabetically.
3616d6u3f0	[el] ángel	angel	reference	topic:masc-consonant-1	Subtopic split (size rule): gender:masculine consonant-ending nouns, chunked alphabetically.
8trwwgf2y4	[el] automóvil	automobile	reference	topic:masc-consonant-1	Subtopic split (size rule): gender:masculine consonant-ending nouns, chunked alphabetically.
pmyn4pkqie	[el] autor	author	reference	topic:masc-consonant-1	Subtopic split (size rule): gender:masculine consonant-ending nouns, chunked alphabetically.
qm6or4amql	[el] bebedor	the drinker	reference	topic:masc-consonant-1	Subtopic split (size rule): gender:masculine consonant-ending nouns, chunked alphabetically.
xevu7180er	[el] color	color	reference	topic:masc-consonant-1	Subtopic split (size rule): gender:masculine consonant-ending nouns, chunked alphabetically.
ayq6oujdl5	[el] comedor	the dining room	reference	topic:masc-consonant-1	Subtopic split (size rule): gender:masculine consonant-ending nouns, chunked alphabetically.
y51fnavydz	[el] conductor	conductor	reference	topic:masc-consonant-1	Subtopic split (size rule): gender:masculine consonant-ending nouns, chunked alphabetically.
lfvxv89s5p	[el] contador	the accountant	reference	topic:masc-consonant-1	Subtopic split (size rule): gender:masculine consonant-ending nouns, chunked alphabetically.
0uad77r2ls	[el] coronel	colonel	reference	topic:masc-consonant-1	Subtopic split (size rule): gender:masculine consonant-ending nouns, chunked alphabetically.
psh0c11c73	[el] deber	the duty	reference	topic:masc-consonant-1	Subtopic split (size rule): gender:masculine consonant-ending nouns, chunked alphabetically.
z34w2rwul0	[los] deberes	the duties	reference	topic:masc-consonant-1	Subtopic split (size rule): gender:masculine consonant-ending nouns, chunked alphabetically.
009wapgppb	[el] director	director	reference	topic:masc-consonant-1	Subtopic split (size rule): gender:masculine consonant-ending nouns, chunked alphabetically.
l89xxygsjn	[el] doctor	doctor	reference	topic:masc-consonant-1	Subtopic split (size rule): gender:masculine consonant-ending nouns, chunked alphabetically.
43jwtza671	[el] dólar	dollar	reference	topic:masc-consonant-1	Subtopic split (size rule): gender:masculine consonant-ending nouns, chunked alphabetically.
wvccxadcjd	[el] error	error	reference	topic:masc-consonant-1	Subtopic split (size rule): gender:masculine consonant-ending nouns, chunked alphabetically.
d717mdshbr	[el] estándar	standard	reference	topic:masc-consonant-2	Subtopic split (size rule): gender:masculine consonant-ending nouns, chunked alphabetically.
mswf03tmci	[el] estrés	stress	reference	topic:masc-consonant-2	Subtopic split (size rule): gender:masculine consonant-ending nouns, chunked alphabetically.
wjtdww32zz	[el] factor	factor	reference	topic:masc-consonant-2	Subtopic split (size rule): gender:masculine consonant-ending nouns, chunked alphabetically.
3n3pi38b08	[el] favor	favor	reference	topic:masc-consonant-2	Subtopic split (size rule): gender:masculine consonant-ending nouns, chunked alphabetically.
n4uu5aergm	[los] fondos	funds	reference	topic:masc-consonant-2	Subtopic split (size rule): gender:masculine consonant-ending nouns, chunked alphabetically.
94xmzhpqs2	[el] hogar	home	reference	topic:masc-consonant-2	Subtopic split (size rule): gender:masculine consonant-ending nouns, chunked alphabetically.
43qxgonexo	[los] hombres	men	reference	topic:masc-consonant-2	Subtopic split (size rule): gender:masculine consonant-ending nouns, chunked alphabetically.
os4a2ac0tm	[el] honor	honor	reference	topic:masc-consonant-2	Subtopic split (size rule): gender:masculine consonant-ending nouns, chunked alphabetically.
3pwv41o33w	[el] hospital	hospital	reference	topic:masc-consonant-2	Subtopic split (size rule): gender:masculine consonant-ending nouns, chunked alphabetically.
i0yujk8yu1	[el] hotel	hotel	reference	topic:masc-consonant-2	Subtopic split (size rule): gender:masculine consonant-ending nouns, chunked alphabetically.
299fvl9uyc	[el] instructor	instructor	reference	topic:masc-consonant-2	Subtopic split (size rule): gender:masculine consonant-ending nouns, chunked alphabetically.
kpscphg0bi	[el] jueves	Thursday	supporting	topic:masc-consonant-2	Subtopic split (size rule): gender:masculine consonant-ending nouns, chunked alphabetically.
tjrnsl8268	[el] ladrón	thief	reference	topic:masc-consonant-2	Subtopic split (size rule): gender:masculine consonant-ending nouns, chunked alphabetically.
oy7x5xmtxf	[el] lugar	place	supporting	topic:masc-consonant-2	Subtopic split (size rule): gender:masculine consonant-ending nouns, chunked alphabetically.
b5bellazox	[el] lunes	Monday	supporting	topic:masc-consonant-2	Subtopic split (size rule): gender:masculine consonant-ending nouns, chunked alphabetically.
dmds1ataaw	[el] martes	Tuesday	supporting	topic:masc-consonant-2	Subtopic split (size rule): gender:masculine consonant-ending nouns, chunked alphabetically.
vdmuuz7ozq	[el] miércoles	Wednesday	supporting	topic:masc-consonant-2	Subtopic split (size rule): gender:masculine consonant-ending nouns, chunked alphabetically.
6jira4rxkz	[el] motor	motor	reference	topic:masc-consonant-3	Subtopic split (size rule): gender:masculine consonant-ending nouns, chunked alphabetically.
0bnotvdld0	[los] niños	children	supporting	topic:masc-consonant-3	Subtopic split (size rule): gender:masculine consonant-ending nouns, chunked alphabetically.
c4atxojpke	[el] nivel	level	reference	topic:masc-consonant-3	Subtopic split (size rule): gender:masculine consonant-ending nouns, chunked alphabetically.
x3fde0xia4	[el] país	country	supporting	topic:masc-consonant-3	Subtopic split (size rule): gender:masculine consonant-ending nouns, chunked alphabetically.
ot7q5zodhe	[el] panel	panel	reference	topic:masc-consonant-3	Subtopic split (size rule): gender:masculine consonant-ending nouns, chunked alphabetically.
tu44lpd4ms	[el] poder	power	reference	topic:masc-consonant-3	Subtopic split (size rule): gender:masculine consonant-ending nouns, chunked alphabetically.
pxrkuoz9om	[el] poder notarial	power of attorney	reference	topic:masc-consonant-3	Subtopic split (size rule): gender:masculine consonant-ending nouns, chunked alphabetically.
lmtmwn90vz	[el] profesor	professor	reference	topic:masc-consonant-3	Subtopic split (size rule): gender:masculine consonant-ending nouns, chunked alphabetically.
74tgefagq1	[el] seguidor	follower	reference	topic:masc-consonant-3	Subtopic split (size rule): gender:masculine consonant-ending nouns, chunked alphabetically.
ihr1107fvl	[el] ser	being	reference	topic:masc-consonant-3	Subtopic split (size rule): gender:masculine consonant-ending nouns, chunked alphabetically.
